unique_id,project_subtype,project_subtype_two,archive_filename,start_date,estimated_completion_date,actual_completion_date,estimated_duration,actual_duration,fiscal_year,estimated_cost,estimated_cost_nocontingency,final_cost,cost_pct0,schedule_pct0,expenditure_pct0,cost_pct10,schedule_pct10,expenditure_pct10,cost_pct20,schedule_pct20,expenditure_pct20,cost_pct30,schedule_pct30,expenditure_pct30,cost_pct40,schedule_pct40,expenditure_pct40,cost_pct50,schedule_pct50,expenditure_pct50,cost_pct60,schedule_pct60,expenditure_pct60,cost_pct70,schedule_pct70,expenditure_pct70,cost_pct80,schedule_pct80,expenditure_pct80,cost_pct90,schedule_pct90,expenditure_pct90
69295_health and dental clinics,General buildings,Medical clinic/pharmacy,"MilCon Status Report - May, 2013.xlsx",2010-10-20,2012-02-13,2012-02-27,481 days,495 days,2010.0,17616000.0,16777142.85714286,18171000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0830807220708445,1.029106029106029,1.0
69398_fuel system ph 6,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - August, 2013.xlsx",2010-04-20,2011-10-12,2013-03-01,540 days,1046 days,2010.0,5001829.0,4763646.666666666,5349463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12297644521634,1.9370370370370371,1.0
69449_gsb detachment [group support battalion],General buildings,Battalion complex,"MilCon Status Report - January, 2013.xlsx",2011-06-29,2012-09-26,2014-10-08,455 days,1197 days,2011.0,3940000.0,3752380.952380952,4129000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1003680203045687,2.6307692307692307,1.0
69501_unmanned aerial vehicle maintenance hangar,General buildings,Hangar,"MilCon Status Report - August, 2013.xlsx",2012-11-05,2014-09-06,2014-12-14,670 days,769 days,2012.0,40397000.0,38473333.33333333,45489755.0,,,,,,,,,,1.0533282273436149,1.0671641791044777,0.8908609861715017,,,,,,,,,,,,,1.0953166089066022,1.1313432835820896,0.926373004207211,1.1817795875931383,1.1477611940298507,0.9994997774773683
69561_army reserve center,General buildings,Reserve/readiness centre,"MilCon Status Report - August, 2013.xlsx",2010-08-10,2011-12-13,2013-10-24,490 days,1171 days,2010.0,8967000.0,8540000.0,11280352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3208843091334894,2.389795918367347,1.0
69626_burn rehabilitation center,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2008.0,18512000.0,17630476.19047619,19120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.084485738980121,1.6200378071833648,1.0
69759_temf expansion (stryker vehicles),General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - January, 2013.xlsx",2011-08-17,2012-08-16,2012-10-18,365 days,428 days,2011.0,2819000.0,2684761.904761905,2836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0563320326356864,1.1726027397260275,1.0
69840_brooke army medcen increment 3,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2010.0,13748000.0,13093333.33333333,244269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.655982688391042,1.6200378071833648,1.0
"69840_san antonio regional medcen, inc 3",General buildings,Medical clinic/pharmacy,"MilCon Status Report - November, 2014 .xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2010.0,13748000.0,13093333.33333333,243943000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.631084521384935,1.6200378071833648,1.0
70037_sof hq complex,General buildings,Administration/office,"MilCon Status Report - August, 2013.xlsx",2010-03-22,2011-08-19,2013-09-29,515 days,1287 days,2009.0,11619349.0,11066046.66666667,17993903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6260461881298165,2.499029126213592,1.0
701_fire station,General buildings,Fire station,"MilCon Status Report - January, 2013.xlsx",2009-10-14,2011-02-22,2011-08-16,496 days,671 days,2009.0,7131000.0,6791428.571428571,7397000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0891670172486327,1.3528225806451613,1.0
702_specialized sere training area,Training facility,SERE training,"MilCon Status Report - January, 2013.xlsx",2010-04-14,2011-09-02,2011-10-10,506 days,544 days,2010.0,13266000.0,12634285.71428572,12669000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002747625508819,1.075098814229249,1.0
70235_hospital replacement (w/fy09 brac pn 65081),General buildings,Hospital,"MilCon Status Report - January, 2013.xlsx",2009-10-22,2013-02-03,2014-05-19,1200 days,1670 days,2008.0,230018000.0,219064761.9047619,275275000.0,,,,,,,,,,,,,1.1288716535227679,1.3916666666666666,0.8983598219961856,,,,1.2198082323992034,1.3916666666666666,0.970727454363818,1.2381909241885418,1.3916666666666666,0.985356461720098,1.2424910224417218,1.3916666666666666,0.9887784942330397,1.2524286408020242,1.3916666666666666,0.9966868840250659
704_berth lima conversion,Port infrastructure,Berthing,"MilCon Status Report - January, 2013.xlsx",2009-02-20,2010-03-31,2012-07-01,404 days,1227 days,2009.0,35111000.0,33439047.61904762,40154000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2008117114294665,3.037128712871287,1.0
70472_health and dental clinic,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2011-08-18,2013-03-30,2013-08-02,590 days,715 days,2011.0,14837000.0,14130476.19047619,15067000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0561569050347106,1.0,0.9905090595340811,1.063799959560558,1.0457627118644068,0.9976770425433066
70482_health clinic addition/alteration,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2011-06-21,2013-06-20,2014-05-19,730 days,1063 days,2011.0,23050000.0,21952380.95238095,26519000.0,,,,,,,,,,,,,,,,1.106349240780911,1.1547945205479453,0.915833930389532,,,,1.185065075921909,1.1547945205479453,0.9809947584750556,1.1963622559652929,1.1547945205479453,0.9903465439873298,1.1992776572668113,1.1547945205479453,0.9927599079904974
705_aircraft maintenance hangar and apron,Aviation infrastructure,Apron,"MilCon Status Report - January, 2013.xlsx",2012-06-12,2014-07-07,2015-02-19,755 days,982 days,2012.0,57582000.0,54840000.0,63641000.0,,,,0.9854668125455872,1.0,0.8491852736443488,0.9898431801604668,1.0,0.852956427460285,0.9892596644784829,1.0,0.8524536069514935,1.0085703865791393,1.0,0.8690938231643123,1.014551422319475,1.0,0.8742477333794252,1.0200583515681985,1.0,0.878993101931145,1.1602479941648431,1.3006622516556292,0.9997957291683035,1.1603756382202772,1.3006622516556292,0.9999057211546016,1.1604850474106492,1.3006622516556292,1.0
70597_medical clinic,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2012-10-17,2014-10-07,2014-10-07,720 days,720 days,2012.0,8897000.0,8473333.333333332,9137000.0,,,,1.0561369000786784,1.0,0.9794243187041699,1.0561369000786784,1.0,0.9794243187041699,1.0561369000786784,1.0,0.9794243187041699,1.0737214791502756,1.0,0.9957316405822481,,,,1.0737214791502756,1.0,0.9957316405822481,1.0737214791502756,1.0,0.9957316405822481,1.0743115656963023,1.0,0.9962788661486265,1.0766719118804093,1.0,0.9984677684141403
70641_army reserve center/land,General buildings,Reserve/readiness centre,"MilCon Status Report - August, 2013.xlsx",2012-01-12,2013-05-06,2014-10-31,480 days,1023 days,2011.0,13345000.0,12709523.80952381,13883305.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0923544585987262,1.0,1.0,1.0677272573997751,2.13125,0.9774549359824624
708_construct lcac beach access ramp,Military site infrastructure,Access ramp,"MilCon Status Report - November, 2013.xlsx",2013-10-13,2014-05-28,2014-06-20,227 days,250 days,2012.0,1751000.0,1667619.047619048,1411000.0,0.815533980582524,1.0,0.963855421686747,,,,0.8461165048543687,1.0,1.0,0.8461165048543687,1.0,1.0,,,,0.8461165048543687,1.0,1.0,,,,0.8461165048543687,1.0,1.0,,,,0.8461165048543687,1.1013215859030836,1.0
70990_brooke army medcen increment 4,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2011.0,37554000.0,35765714.28571428,85951000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4031674388880013,1.6200378071833648,1.0
"70990_san antonio regional medcen, inc 4",General buildings,Medical clinic/pharmacy,"MilCon Status Report - November, 2014 .xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2011.0,37554000.0,35765714.28571428,85520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3911167918197798,1.6200378071833648,1.0
"71101_usamriid replacement, incr 6",General buildings,Lab,"MilCon Status Report - January, 2013.xlsx",2009-06-01,2014-05-31,2017-07-01,1825 days,2952 days,2012.0,66955000.0,63766666.66666666,85381000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.3196863565081027,1.0783561643835617,0.9856056968177932,1.3346628332462103,1.6175342465753424,0.9967908551082794
71114_training aids center,General buildings,School/classrooms,"MilCon Status Report - August, 2013.xlsx",2011-09-22,2013-01-06,2013-07-03,472 days,650 days,2011.0,4699764.0,4475965.714285715,4769544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0655899317497644,1.3771186440677967,1.0
71318_dental clinic replacement,General buildings,Medical clinic/pharmacy,"MilCon Status Report - May, 2013.xlsx",2010-04-06,2012-01-06,2012-09-01,640 days,879 days,2010.0,22680000.0,21600000.0,23591000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0921759259259258,1.3734375,1.0
714_gymnasium/outdoor pool,Swimming pool,,"MilCon Status Report - January, 2013.xlsx",2010-12-23,2010-08-14,2013-06-14,,904 days,2010.0,17792000.0,16944761.9047619,16244000.0,,,,,,,,,,,,,,,,,,,,,,0.9561656924460434,,0.9974144299433637,,,,0.9577591052158276,,0.9990765821226298
715_child development center addition,General buildings,Child care building,"MilCon Status Report - January, 2013.xlsx",2009-10-12,2010-09-23,2011-06-20,346 days,616 days,2009.0,1793000.0,1707619.047619048,1657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9703569436698268,1.7803468208092486,1.0
71570_westside electrical distribution,Electrical,Energy transmission,"MilCon Status Report - August, 2013.xlsx",2012-09-22,2013-07-29,2013-07-29,310 days,310 days,2012.0,8117781.0,7731220.0,8742850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1308499822796403,1.0,1.0
71583_battalion complex,General buildings,Battalion complex,"MilCon Status Report - August, 2013.xlsx",2011-09-28,2013-05-20,2013-07-05,600 days,646 days,2011.0,17419000.0,16589523.80952381,17272085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041144109880016,1.0766666666666667,1.0
71602_barracks,General buildings,Barracks,"MilCon Status Report - August, 2013.xlsx",2012-03-06,2013-11-26,2014-05-15,630 days,800 days,2011.0,16732683.0,15935888.57142857,17774538.0,,,,,,,,,,,,,,,,,,,1.084583951659157,1.0952380952380953,0.9723914624391362,,,,,,,1.1153779044281182,1.2698412698412698,1.0
71606_entry control point,Military site infrastructure,Access control point,"MilCon Status Report - August, 2013.xlsx",2012-02-06,2013-02-05,2013-09-14,365 days,586 days,2011.0,6490619.0,6181541.904761905,7453761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2058093457650187,1.6054794520547946,1.0
71634_mental health clinic addition,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2012-05-18,2013-01-16,2013-03-01,243 days,287 days,2011.0,2790000.0,2657142.857142857,2790000.0,,,,,,,,,,,,,,,,,,,,,,1.05,1.0576131687242798,1.0,,,,1.05,1.1810699588477367,1.0
71702_automated multipurpose machine gun (mpmg),Weapons,,"MilCon Status Report - August, 2013.xlsx",2012-06-26,2013-12-03,2013-12-03,525 days,525 days,2012.0,4837501.0,4607143.80952381,4803819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0426891798058542,1.0,1.0
71703_scout/recce gunnery range,Training facility,Gun range,"MilCon Status Report - August, 2013.xlsx",2012-06-04,2013-08-20,2013-10-07,442 days,490 days,2012.0,9236200.0,8796380.952380951,9575192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0885376670059117,1.1085972850678734,1.0
71705_hand grenade familiarization range,Training facility,Gun range,"MilCon Status Report - August, 2013.xlsx",2012-04-19,2013-04-19,2013-06-07,365 days,414 days,2012.0,1450000.0,1380952.380952381,1490629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.079421,1.1342465753424658,1.0
71721_combat pistol/mp firearms qualification,Training facility,Gun range,"MilCon Status Report - November, 2014 .xlsx",2013-11-12,2014-09-08,2014-09-26,300 days,318 days,2013.0,3375288.0,3214560.0,3463984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0775919565974814,1.06,1.0
71857_hospital addition,General buildings,Hospital,"MilCon Status Report - January, 2013.xlsx",2010-12-03,2013-01-12,2013-07-15,771 days,955 days,2008.0,31112000.0,29630476.19047619,32854000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1007922987914631,1.3346303501945525,0.9927862665124491
72097_ecs tactical equipment maint facility,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - August, 2013.xlsx",2011-08-03,2013-05-24,2013-05-24,660 days,660 days,2011.0,19970724.0,19019737.14285714,20408399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.073011621912155,1.0,1.0
72126_command and control facility,General buildings,Command facility/ops centre,"MilCon Status Report - August, 2013.xlsx",2010-10-24,2012-01-17,2013-06-13,450 days,963 days,2010.0,16908847.0,16103663.80952381,20439961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2692739516774858,2.14,1.0
"72270_brigade complex, ph 2",General buildings,Battalion complex,"MilCon Status Report - August, 2013.xlsx",2012-02-10,2013-12-27,2014-02-09,686 days,730 days,2012.0,50347700.0,47950190.47619048,54119193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1286543903693713,1.064139941690962,1.0
724_corry 'a' school bachelor enlisted quarters,General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-08-09,2012-08-18,2013-09-20,740 days,1138 days,2010.0,16929000.0,16122857.14285714,19805000.0,,,,,,,,,,,,,,,,1.2147970937444623,1.462162162162162,0.9889421863165867,,,,1.2141768562821196,1.462162162162162,0.988437263317344,1.2258373205741628,1.4675675675675677,0.9979298157031052,1.2283802941697681,1.537837837837838,1.0
72420_medical/dental clinic addition,General buildings,Medical clinic/pharmacy,"MilCon Status Report - September, 2013.xlsx",2013-06-05,2015-02-25,2015-03-29,630 days,662 days,2013.0,8544000.0,8137142.857142856,9056000.0,1.0561446629213485,1.0238095238095237,0.9489840989399293,1.0656074438202248,1.0396825396825398,0.9574867491166078,1.0656074438202248,1.0396825396825398,0.9574867491166078,1.0656074438202248,1.0396825396825398,0.9574867491166078,1.0629037921348317,1.0396825396825398,0.9550574204946997,1.0629037921348317,1.0396825396825398,0.9550574204946997,1.0701544943820225,1.0396825396825398,0.9615724381625441,1.0747015449438204,1.0507936507936508,0.9656581272084805,1.0747015449438204,1.0507936507936508,0.9656581272084805,1.1129213483146068,1.0507936507936508,1.0
"72430_ambulatory care center, phase 1 b",General buildings,Medical clinic/pharmacy,"MilCon Status Report - September, 2013.xlsx",2010-10-04,2013-02-20,2013-08-30,870 days,1061 days,2010.0,41566000.0,39586666.66666666,45108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1344728864937692,1.1540229885057471,0.9956105347166799
726_regimental maintenance supply phase 3,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - January, 2013.xlsx",2009-10-14,2011-03-04,2011-10-20,506 days,736 days,2009.0,25237000.0,24035238.09523809,29032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2078931727225901,1.4545454545454546,1.0
72752_ambulatory care center phase 2,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2011-12-02,2013-10-01,2015-09-04,669 days,1372 days,2011.0,80558000.0,76721904.76190476,98282000.0,,,,,,,,,,,,,1.0686908811042974,1.1853512705530642,0.8342524572149529,,,,1.0847097743240894,1.1853512705530642,0.8467572902464338,1.151939596315698,1.2556053811659194,0.8992389247268066,1.1686101938975646,1.5575485799701045,0.9122524979141654,1.2083902281585939,2.0508221225710015,0.9433059970289575
"72754_ambulatory care center phase 3, inc 1",General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2012-11-01,2014-07-29,2015-09-30,635 days,1063 days,2012.0,76038000.0,72417142.85714285,79436000.0,0.9949715931507931,1.0,0.9070572536381489,0.9965043793892528,1.0,0.9084546049650033,,,,0.9979266945474632,1.1039370078740158,0.9097512462863185,1.0063224966464137,1.1118110236220473,0.9174052067072863,1.0093328335832086,1.1118110236220473,0.9201495543582255,1.0091809358478656,1.1228346456692913,0.9200110781006093,1.0091809358478656,1.1228346456692913,0.9200110781006093,1.0468239564428312,1.4125984251968504,0.9543280124880407,1.0937465477787423,1.674015748031496,0.9971045873407524
72838_regional logistic spt complex warehouse,General buildings,Warehouse/storage,"MilCon Status Report - August, 2013.xlsx",2011-10-12,2013-04-04,2013-12-20,540 days,800 days,2011.0,23442954.0,22326622.85714285,23722394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.062515999476858,1.4814814814814814,1.0
"73090_utilities, ph 1",Utilities,,"MilCon Status Report - November, 2014 .xlsx",2009-11-02,2010-10-28,2014-02-28,360 days,1579 days,2009.0,21195463.0,20186155.23809524,23326299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1555592793608707,4.386111111111111,1.0
73360_consolidated logistics facility,General buildings,Warehouse/storage,"MilCon Status Report - January, 2013.xlsx",2011-07-21,2014-01-06,2014-10-07,900 days,1174 days,2011.0,19869000.0,18922857.14285714,19957000.0,,,,1.05,1.1877777777777778,0.9955905196171769,1.05,1.1877777777777778,0.9955905196171769,1.0546504605163824,1.1877777777777778,1.0,1.0546504605163824,1.1877777777777778,1.0,1.0546504605163824,1.23,1.0,,,,1.0546504605163824,1.2633333333333334,1.0,,,,1.0546504605163824,1.3466666666666667,1.0
73599_hospital renovation & mri addition (cong add),General buildings,Hospital,"MilCon Status Report - October, 2014 .xlsx",2010-12-03,2015-01-02,2015-10-16,1491 days,1778 days,2009.0,26178000.0,24931428.57142857,29202000.0,,,,,,,,,,,,,,,,,,,,,,1.1198716479486592,1.0201207243460764,0.9560988973357989,1.1014611505844603,1.0201207243460764,0.9403807958359016,1.1712926885170754,1.192488262910798,1.0
73641_physics lab,General buildings,Lab,"MilCon Status Report - August, 2013.xlsx",2012-02-16,2013-01-31,2013-05-01,350 days,440 days,2011.0,1443431.0,1374696.19047619,1521257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1066132361020378,1.2571428571428571,1.0
73930_student barracks,General buildings,Barracks,"MilCon Status Report - August, 2013.xlsx",2011-09-08,2013-03-01,2013-06-13,540 days,644 days,2011.0,12754000.0,12146666.66666667,12760349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.050522694840834,1.1925925925925926,1.0
"740_bachelor enlisted quarters, san clemente",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-10-14,2011-08-31,2011-11-23,686 days,770 days,2009.0,24053000.0,22907619.04761905,28235000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.223479399659086,1.1224489795918366,0.9926332565964229
"74067_drainage system, ph 3",Utilities,Drainage works,"MilCon Status Report - January, 2013.xlsx",2012-10-09,2014-06-01,2012-10-09,600 days,,2012.0,19902989.0,18955227.61904762,21435519.0,,,,,,,1.1308499919283481,1.0,1.0,,,,,,,,,,,,,,,,,,,1.05,,0.928505113405465
"74090_troop housing, ph 5",Housing,,"MilCon Status Report - August, 2013.xlsx",2011-08-15,2012-11-12,2013-07-11,455 days,696 days,2011.0,18499900.0,17618952.38095238,20635291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1711985226947172,1.5296703296703296,1.0
"741_arra-combined bachelor quarters, san clemente island",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-09-14,2012-02-14,2012-02-14,518 days,518 days,2009.0,18474000.0,17594285.71428571,17288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9825917505683667,1.0,1.0
"74155_troop housing, ph 6",Housing,,"MilCon Status Report - August, 2013.xlsx",2011-08-07,2012-11-04,2013-07-04,455 days,697 days,2011.0,18499900.0,17618952.38095238,20723761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1762198201071357,1.531868131868132,1.0
742_arra-bachelor enlisted quarters,General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-10-14,2011-10-29,2012-04-18,745 days,917 days,2009.0,66282000.0,63125714.28571428,68621000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0870530460758578,1.2308724832214766,1.0
