unique_id,project_subtype,project_subtype_two,archive_filename,start_date,estimated_completion_date,actual_completion_date,estimated_duration,actual_duration,fiscal_year,estimated_cost,estimated_cost_nocontingency,final_cost,cost_pct0,schedule_pct0,expenditure_pct0,cost_pct10,schedule_pct10,expenditure_pct10,cost_pct20,schedule_pct20,expenditure_pct20,cost_pct30,schedule_pct30,expenditure_pct30,cost_pct40,schedule_pct40,expenditure_pct40,cost_pct50,schedule_pct50,expenditure_pct50,cost_pct60,schedule_pct60,expenditure_pct60,cost_pct70,schedule_pct70,expenditure_pct70,cost_pct80,schedule_pct80,expenditure_pct80,cost_pct90,schedule_pct90,expenditure_pct90
60859_water treatment plant,Water,Water treatment,"MilCon Status Report - November, 2014 .xlsx",2009-06-17,2010-12-09,2014-10-31,540 days,1962 days,2009.0,4795000.0,4566666.666666666,6425000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4068399270072995,3.6333333333333333,0.9999329182879377
609_aegis bmd facility expansion,Missile complex,,"MilCon Status Report - January, 2013.xlsx",2010-07-15,2012-10-31,2012-10-31,839 days,839 days,2010.0,18813000.0,17917142.85714286,182776130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0426327539467388,1.0,0.10220700044365749
610_recruit marksmanship training facility,Training facility,Gun range,"MilCon Status Report - January, 2013.xlsx",2010-08-31,2012-02-23,2012-06-14,541 days,653 days,2010.0,13594000.0,12946666.66666667,11908000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9175334706488154,1.2070240295748613,0.997564662411824
613_arra-replace steam generation plant,Thermal power,Steam power plant,"MilCon Status Report - January, 2013.xlsx",2009-07-29,2010-09-30,2010-11-30,428 days,489 days,2009.0,2421000.0,2305714.285714285,2544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1033457249070635,1.1425233644859814,1.0
614_sotg battle course,Training facility,Battle course,"MilCon Status Report - January, 2013.xlsx",2009-10-14,2011-04-23,2012-05-10,556 days,939 days,2009.0,22245000.0,21185714.28571428,22315000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0336210384356037,1.6888489208633093,0.981313018149227
614_south mainside electrical substation,Electrical,Electricity sub-station,"MilCon Status Report - January, 2013.xlsx",2010-10-13,2012-04-11,2013-12-31,546 days,1175 days,2010.0,11138000.0,10607619.04761905,12736000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1322993356078288,2.3516483516483517,0.9430747487437185,1.0829008798707125,2.152014652014652,0.9019315326633166
61401_boundary gate at nallin pond,Military site infrastructure,Gate,"MilCon Status Report - January, 2013.xlsx",2011-01-11,2013-01-10,2015-01-08,730 days,1457 days,2010.0,9075000.0,8642857.142857142,10119000.0,,,,,,,,,,,,,,,,,,,1.05601652892562,1.2191780821917808,0.9019665974898705,1.0598347107438018,1.5657534246575342,0.9052277893072438,1.1707933884297521,1.8203017832647461,1.0,1.1707933884297521,1.9876543209876543,1.0
61453_replace fire station,General buildings,Fire station,"MilCon Status Report - August, 2013.xlsx",2013-06-05,2014-11-27,2015-07-16,540 days,771 days,2011.0,6189000.0,5894285.714285714,6582000.0,1.05,1.0,0.9402917046490429,,,,,,,1.0820751333010181,1.1111111111111112,0.9690154968094804,1.0820751333010181,1.3129629629629629,0.9690154968094804,1.0820751333010181,1.3129629629629629,0.9690154968094804,1.0820751333010181,1.310536044362292,0.9690154968094804,1.0878982307319438,1.310536044362292,0.9742301731996353,1.1051381483276783,1.3814814814814815,0.9896687936797326,1.1166747455162387,1.4277777777777778,1.0
"615_apron expansion, phase 1",Aviation infrastructure,Apron,"MilCon Status Report - January, 2013.xlsx",2009-04-13,2010-09-02,2011-01-13,507 days,640 days,2009.0,6006000.0,5720000.0,7291000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2713286713286713,1.26232741617357,0.9973940474557674
615_snco academic facility addition,General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2011-07-04,2012-12-21,2013-05-31,536 days,697 days,2011.0,6836000.0,6510476.19047619,6730000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0260386190754827,1.1305970149253732,0.9925705794947994,1.033718548858982,1.3003731343283582,1.0
61536_emergency service center,General buildings,Emergency dispatch facility,"MilCon Status Report - January, 2013.xlsx",2010-07-19,2012-09-16,2013-05-23,790 days,1039 days,2010.0,13478000.0,12836190.47619048,13858000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0622310431814808,1.3139240506329113,0.9839082118631837
"619_instruction facility addition, tbs",General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2009-05-15,2012-04-30,2012-10-12,1081 days,1246 days,2009.0,6207000.0,5911428.571428571,6385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0801111648139199,1.15263644773358,1.0
619_tactical support van pad addition,Road,Hardstanding,"MilCon Status Report - January, 2013.xlsx",2010-02-09,2011-01-26,2011-08-20,351 days,557 days,2010.0,3469000.0,3303809.523809524,3347000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0130729316805995,1.586894586894587,1.0
"620_battalion training facility, msgbn",Training facility,Training complex,"MilCon Status Report - January, 2013.xlsx",2010-10-14,2011-11-11,2011-11-11,393 days,393 days,2010.0,10980000.0,10457142.85714286,10485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0026639344262291,1.0,1.0
620_enlisted dining facility,General buildings,Mess hall,"MilCon Status Report - January, 2013.xlsx",2009-06-10,2010-12-17,2012-03-01,555 days,995 days,2009.0,14043000.0,13374285.71428572,13544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9950437940610977,1.7927927927927927,0.9825753101004134
620_waterfront emergency generators,Utilities,Generator,"MilCon Status Report - January, 2013.xlsx",2011-09-02,2013-05-13,2014-07-28,619 days,1060 days,2011.0,15010000.0,14295238.0952381,16769000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1468154563624247,1.641357027463651,0.9776373069354165,1.1730479680213186,1.8174474959612277,1.0
62189_medical / dental clinic replacement,General buildings,Medical clinic/pharmacy,"MilCon Status Report - October, 2014 .xlsx",2009-06-01,2011-10-26,2012-02-09,877 days,983 days,2009.0,47615000.0,45347619.04761904,51375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1329150477790615,1.120866590649943,1.0
62189_medical/dental clinic replacement,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2009-06-01,2011-10-26,2012-02-09,877 days,983 days,2009.0,47615000.0,45347619.04761904,51375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1329150477790615,1.120866590649943,1.0
623_p-8a integrated training center,General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2009-09-18,2011-06-30,2011-08-03,650 days,684 days,2009.0,42945000.0,40900000.0,48835000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1899755501222493,1.0523076923076924,0.996621275724378
624_p-8a training facility,Training facility,Flight simulator,"MilCon Status Report - January, 2013.xlsx",2012-07-09,2013-12-17,2014-04-09,526 days,639 days,2012.0,14194000.0,13518095.23809524,13885000.0,,,,,,,1.0081301958574043,1.0,0.9814908174288801,,,,1.0116070170494573,1.0,0.98487576521426,1.0118289418063968,1.0,0.9850918257111991,,,,1.0119029167253768,1.0,0.9851638458768455,,,,1.027141750035226,1.214828897338403,1.0
625_major constructionruction information operations center,General buildings,Command facility/ops centre,"MilCon Status Report - March, 2013.xlsx",2010-10-12,2012-05-13,2012-09-18,579 days,707 days,2010.0,29630000.0,28219047.61904762,25462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9022983462706716,1.221070811744387,1.0
625_mc information operations center,General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2012-05-13,2012-09-18,579 days,707 days,2010.0,29630000.0,28219047.61904762,25473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9020502868714141,1.221070811744387,0.9992933694500059
62580_aircraft fuel storage complex,Fuel storage,,"MilCon Status Report - August, 2013.xlsx",2011-10-24,2013-04-21,2013-06-09,545 days,594 days,2011.0,13411400.0,12772761.9047619,13660803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0695261605798057,1.089908256880734,1.0
627_aegis ashore missile defense test complex - construction,Missile test complex,,"MilCon Status Report - January, 2013.xlsx",2012-07-04,2013-09-12,2013-09-12,435 days,435 days,2010.0,59616000.0,56777142.85714286,69657000.0,,,,,,,,,,1.05,1.0,0.855850811835135,,,,1.05,1.0,0.855850811835135,,,,,,,1.05,1.0,0.855850811835135,1.0900689412238325,1.0,0.8885108460025554
62886_information services facility expansion,General buildings,Information systems facility,"MilCon Status Report - January, 2013.xlsx",2012-03-19,2013-11-09,2015-02-10,600 days,1058 days,2011.0,4270000.0,4066666.666666667,4626000.0,1.059590163934426,1.0,0.9314742758322525,1.0563934426229507,1.0,0.9286640726329443,1.0812295081967211,1.6633333333333333,0.9504971897968006,1.0812295081967211,1.6633333333333333,0.9504971897968006,,,,1.1375409836065573,1.6633333333333333,1.0,,,,1.1375409836065573,1.6633333333333333,1.0,1.1375409836065573,1.7933333333333332,1.0,1.1370491803278688,1.7933333333333332,0.9995676610462603
"62955_trainee barracks complex, ph 2",General buildings,Barracks,"MilCon Status Report - August, 2013.xlsx",2012-07-23,2014-01-14,2014-11-06,540 days,836 days,2012.0,44267000.0,42159047.61904762,48090000.0,,,,,,,,,,,,,1.0658216097770348,1.2685185185185186,0.9343735495945102,,,,,,,,,,,,,1.1406804165631284,1.548148148148148,1.0
630_p-8a (mma) facilities modification,Flight facility,,"MilCon Status Report - January, 2013.xlsx",2010-07-14,2011-08-04,2011-10-30,386 days,473 days,2010.0,3916000.0,3729523.809523809,7376000.0,,,,,,,,,,,,,,,,,,,1.9578907048008176,1.2253886010362693,0.9899674620390455,,,,1.9578907048008176,1.2253886010362693,0.9899674620390455,1.9777323799795714,1.2253886010362693,1.0
630V_armed forces reserve center,General buildings,Reserve/readiness centre,"MilCon Status Report - January, 2013.xlsx",2010-03-12,2011-06-08,2011-08-17,453 days,523 days,2010.0,12660000.0,12057142.85714286,12608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0456872037914688,1.1545253863134657,1.0
632_academic instruction facility,General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2012-10-09,2014-08-16,2014-08-20,676 days,680 days,2012.0,60736000.0,57843809.52380952,59995000.0,0.9905122168071655,1.0,0.954996249687474,0.9954047023182298,1.0059171597633136,0.9597133094424536,,,,1.0256931638566913,1.0059171597633136,0.9889157429785815,1.0352015279241307,1.0059171597633136,0.9980831735977999,1.035287967597471,1.0059171597633136,0.9981665138761563,1.0370340489989462,1.0059171597633136,0.9998499874989583,1.0371032007376186,1.0059171597633136,0.9999166597216435,,,,1.0371896404109588,1.0059171597633136,1.0
"632_bachelor enlisted quarters, new river",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2008-11-26,2010-08-09,2011-02-15,621 days,811 days,2009.0,34840000.0,33180952.38095238,32321000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9740829506314581,1.3059581320450886,1.0
63394_barracks,General buildings,Barracks,"MilCon Status Report - August, 2013.xlsx",2012-01-09,2013-09-06,2014-03-31,606 days,812 days,2010.0,16797411.0,15997534.28571428,17199016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0751041812336442,1.33993399339934,1.0
"63420_usamriid replacement, incr 4",General buildings,Lab,"MilCon Status Report - January, 2013.xlsx",2009-06-01,2014-05-31,2017-07-01,1825 days,2952 days,2010.0,94000000.0,89523809.52380952,105227000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.123254255319149,1.0783561643835617,0.9556292586503464,1.119031914893617,1.6175342465753424,0.9520370247179907
"636_bachelor enlisted quarters, new river",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2008-11-26,2010-08-09,2011-02-15,621 days,811 days,2009.0,25550000.0,24333333.33333333,22612000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9092876712328769,1.3059581320450886,0.9785069874402972
"638_european phased adaptive approach, 
phase i radar site",Radar,,"MilCon Status Report - January, 2013.xlsx",2011-10-26,2011-12-31,2013-11-15,66 days,751 days,2009.0,1885000.0,1795238.095238095,1910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0583554376657827,11.378787878787879,0.9947643979057592
"638_european phased adaptive approach,  phase i radar site",Radar,,"MilCon Status Report - July, 2013.xlsx",2011-10-26,2011-12-31,2013-09-30,66 days,705 days,2009.0,1885000.0,1795238.095238095,1810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0082228116710876,10.681818181818182,1.0
63864_health clinic add/alt,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2008-11-07,2011-02-18,2013-12-12,833 days,1861 days,2008.0,27483000.0,26174285.71428572,35963000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3733326056107409,1.7983193277310925,0.9995272919389372
64153_dental clinic addition/alteration,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2010-07-22,2012-01-13,2012-03-15,540 days,602 days,2010.0,3890000.0,3704761.904761904,4319000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1657969151670953,1.114814814814815,1.0
"64156_usamricd replacement, inc 1",General buildings,Lab,"MilCon Status Report - January, 2013.xlsx",2010-03-15,2013-06-01,2015-01-01,1174 days,1753 days,2009.0,14398000.0,13712380.95238095,17027000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1141871753021255,1.17206132879046,0.8972901274446468,1.2417245450757053,1.6465076660988074,1.0
"64179_san antonio regional medcen, inc 1",General buildings,Medical clinic/pharmacy,"MilCon Status Report - October, 2014 .xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2008.0,107589000.0,102465714.2857143,135926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3265510414633466,1.6200378071833648,1.0
"64179_san antonio regional medical center, inc 1",General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2008.0,107589000.0,102465714.2857143,135926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3099601260351894,1.6200378071833648,0.9874931948265968
64180_brooke army medcen increment 2,General buildings,Medical clinic/pharmacy,"MilCon Status Report - January, 2013.xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2009.0,265100000.0,252476190.4761905,279273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1061359864202187,1.6200378071833648,1.0
"64180_san antonio regional medcen, inc 2",General buildings,Medical clinic/pharmacy,"MilCon Status Report - November, 2014 .xlsx",2008-08-21,2011-07-15,2013-05-01,1058 days,1714 days,2009.0,265100000.0,252476190.4761905,279273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1061359864202187,1.6200378071833648,1.0
64188_health clinic,General buildings,Medical clinic/pharmacy,"MilCon Status Report - May, 2013.xlsx",2008-06-30,2010-05-10,2010-05-10,679 days,679 days,2008.0,33382000.0,31792380.95238095,37429000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1772946498112755,1.0,1.0
64209_access control point and road improvements,Road,Road,"MilCon Status Report - November, 2014 .xlsx",2010-08-03,2012-01-25,2014-09-30,540 days,1519 days,2010.0,9839658.0,9371102.857142856,11751452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2540094991106399,2.812962962962963,1.0
64457_barracks,General buildings,Barracks,"MilCon Status Report - August, 2013.xlsx",2011-11-07,2013-08-25,2013-12-07,657 days,761 days,2011.0,58750800.0,55953142.85714286,59451110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.062516008292653,1.1582952815829528,1.0
64669_operations support addition,General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2010-10-22,2012-04-14,2012-09-11,540 days,690 days,2010.0,6662000.0,6344761.904761905,7490000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1805013509456619,1.2777777777777777,1.0,1.1805013509456619,1.2777777777777777,1.0
647_readiness & control (r&c) facility redundant chilled water distribution piping,Pipeline,Water pipeline,"MilCon Status Report - May, 2013.xlsx",2013-03-22,2013-06-30,2013-07-03,100 days,103 days,2009.0,1564000.0,1489523.80952381,1207000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8103260869565215,1.0,1.0,0.8103260869565215,1.03,1.0
65147_physical fitness facility,General buildings,Fitness facility,"MilCon Status Report - August, 2013.xlsx",2012-03-28,2013-07-21,2013-09-17,480 days,538 days,2012.0,16199300.0,15427904.76190476,16412977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0638500336434291,1.1208333333333333,1.0
"652_vmmt-204 maintenance hangar, phase 3",General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2010-10-11,2013-09-30,2014-01-14,1085 days,1191 days,2010.0,26687000.0,25416190.47619048,27405000.0,,,,,,,,,,,,,,,,,,,,,,0.9867332409038106,1.0829493087557605,0.9151249771939427,0.9905103608498518,1.0976958525345621,0.9186279875935048,1.0782497095964325,1.0976958525345621,1.0
65270_hospital replacement increment 1 ,General buildings,Hospital,"MilCon Status Report - January, 2013.xlsx",2010-11-01,2014-10-15,2015-03-27,1444 days,1607 days,2010.0,158132500.0,150602380.952381,165418000.0,,,,,,,,,,,,,,,,1.0683894835027583,1.054016620498615,0.9726994643871888,,,,1.0766828450824462,1.054016620498615,0.9802500332491023,1.0931965282279097,0.8379501385041551,0.9952846727683807,1.098375729214424,1.1128808864265929,1.0
"65270_hospital replacement, inc 1",General buildings,Hospital,"MilCon Status Report - October, 2014 .xlsx",2010-11-01,2014-10-15,2015-03-27,1444 days,1607 days,2010.0,158133000.0,150602857.1428571,166777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098372256265296,1.1128808864265929,0.9918513943769225
65299_general purpose storage building,General buildings,Warehouse/storage,"MilCon Status Report - August, 2013.xlsx",2011-11-17,2013-04-19,2013-06-27,519 days,588 days,2011.0,11951460.0,11382342.85714286,12033798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.057233835866078,1.1329479768786128,1.0
"65324_usamriid replacement, incr 5",General buildings,Lab,"MilCon Status Report - January, 2013.xlsx",2009-06-01,2014-05-31,2017-07-01,1825 days,2952 days,2011.0,13497000.0,12854285.71428572,14266000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0499999999999996,1.0783561643835617,0.9460956119444834,1.003011780395643,1.6175342465753424,0.903757184915183
"65416_nga headquarters,scif, all phases",General buildings,SCIF,"MilCon Status Report - May, 2013.xlsx",2007-09-06,2011-12-22,2013-12-31,1568 days,2308 days,2008.0,1181439000.0,1125180000.0,1398710000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2430988819566646,1.471938775510204,1.0
65726_mout collective training fac,Training facility,Battle course,"MilCon Status Report - August, 2013.xlsx",2012-01-20,2013-10-21,2014-10-24,640 days,1008 days,2011.0,55547000.0,52901904.76190476,57539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0876545988082165,1.575,1.0
65731_usamricd replacement,General buildings,Lab,"MilCon Status Report - July, 2014 .xlsx",2010-03-15,2013-06-01,2014-06-30,1174 days,1568 days,,282746345.0,269282233.3333333,309919198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1509084508236527,1.3356047700170357,1.0
"65935_brigade complex, inc 4",General buildings,Battalion complex,"MilCon Status Report - August, 2013.xlsx",2012-01-15,2013-08-25,2013-12-07,588 days,692 days,2010.0,4416471.0,4206162.857142857,7164433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7033180224663538,1.1768707482993197,1.0
66227_battalion headquarters facility,General buildings,Administration/office,"MilCon Status Report - January, 2013.xlsx",2010-11-09,2012-12-31,2013-04-08,783 days,881 days,2010.0,11713000.0,11155238.0952381,12301000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1026210193801753,1.1047254150702426,0.9999187057962767,1.1027106633654908,1.1251596424010217,1.0
66318_family housing replacement construction,Housing,,"MilCon Status Report - November, 2014 .xlsx",2009-12-08,2012-12-25,2013-07-06,1113 days,1306 days,2009.0,21654861.0,20623677.14285714,22077762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0705056061084854,1.1734052111410602,1.0
66596_barracks,General buildings,Barracks,"MilCon Status Report - August, 2013.xlsx",2012-09-05,2014-05-20,2014-07-14,622 days,677 days,2010.0,16925587.0,16119606.66666667,17646149.0,,,,,,,,,,,,,0.8149540042540325,1.0,0.7444535348760798,,,,,,,,,,,,,1.0947009666488965,1.0884244372990353,1.0
66812_language training facility (insert),General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2010-09-14,2012-02-09,2012-08-17,513 days,703 days,2010.0,5323000.0,5069523.80952381,5423000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0697257185797482,1.3703703703703705,1.0
67017_multipurpose machine gun range,Training facility,Gun range,"MilCon Status Report - August, 2013.xlsx",2013-07-11,2014-08-05,2014-09-27,390 days,443 days,2013.0,6483273.0,6174545.714285714,6528523.0,1.05,1.0,0.9930688763752537,,,,,,,,,,,,,,,,,,,,,,,,,1.0573284743678077,1.1358974358974359,1.0
67020_modified record fire range,Training facility,Gun range,"MilCon Status Report - August, 2013.xlsx",2013-08-02,2014-09-05,2014-09-05,399 days,399 days,2013.0,4094684.0,3899699.047619048,4099355.0,1.0499999999999998,1.0,0.998860552452764,,,,,,,,,,,,,,,,,,,,,,1.051197784737479,1.0,1.0,1.051197784737479,1.0,1.0
67033_multipurpose machine gun range,Training facility,Gun range,"MilCon Status Report - August, 2013.xlsx",2012-10-25,2013-10-25,2014-08-08,365 days,652 days,2012.0,8493000.0,8088571.428571428,8536252.0,,,,,,,,,,,,,,,,1.0508749381843872,1.0520547945205478,0.995762191650387,,,,,,,,,,1.055347297774638,1.7863013698630137,1.0
"67106_fuse & detonator magazine, depot level",Storage igloo,,"MilCon Status Report - July, 2015.xlsx",2010-02-22,2012-02-22,2015-01-20,730 days,1793 days,2010.0,18457000.0,17578095.23809524,21432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2192447309963699,2.456164383561644,1.0
"67112_aviation task force complex, ph 2a (hngar)",General buildings,Hangar,"MilCon Status Report - August, 2013.xlsx",2011-05-17,2013-08-14,2013-08-14,820 days,820 days,2011.0,67814000.0,64584761.9047619,67908045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0514561484354263,1.0,1.0
"67181_usamricd replacement, inc 3",General buildings,Lab,"MilCon Status Report - January, 2013.xlsx",2010-03-15,2013-06-01,2015-01-01,1174 days,1753 days,2011.0,94608000.0,90102857.14285712,96044506.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0659429572552006,1.17206132879046,1.0,1.0659429572552006,1.6465076660988074,1.0
"67182_usamricd replacement, inc 4 ",General buildings,Lab,"MilCon Status Report - January, 2013.xlsx",2010-03-15,2013-06-01,2015-01-01,1174 days,1753 days,2012.0,7915345.0,7538423.809523809,31686000.0,,,,,,,,,,,,,,,,,,,,,,,,,2.071486745050279,1.17206132879046,0.4928279050684845,3.6361712597492595,1.6465076660988074,0.865082370763113
67684_container loading facility,Container loading/storage,,"MilCon Status Report - August, 2013.xlsx",2012-06-27,2013-10-30,2014-11-15,490 days,871 days,2012.0,5049662.0,4809201.904761905,5276303.0,,,,,,,,,,1.0971265304489686,1.0,1.0,,,,,,,,,,,,,,,,1.0826623841358094,1.7775510204081633,0.986816337120897
678X_air traffic control tower extension,Aviation infrastructure,Flight control tower,"MilCon Status Report - January, 2013.xlsx",2010-10-11,2013-09-30,2014-01-14,1085 days,1191 days,2010.0,2013000.0,1917142.857142857,2213000.0,,,,,,,,,,,,,,,,,,,,,,1.1543219076005962,1.0829493087557605,1.0,1.1543219076005962,1.0976958525345621,1.0,1.1543219076005962,1.0976958525345621,1.0
67948_nibc truck inspection station & road,Road,Road,"MilCon Status Report - January, 2013.xlsx",2010-12-15,2011-12-15,2012-07-05,365 days,568 days,2010.0,2880000.0,2742857.142857143,3132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1418749999999998,1.5561643835616439,1.0
67951_water treatment plant repair,Water,Water treatment,"MilCon Status Report - January, 2013.xlsx",2013-01-14,2014-07-08,2015-09-30,540 days,989 days,2011.0,14308000.0,13626666.66666667,15599000.0,1.0499999999999998,1.0,0.917238284505417,1.0499999999999998,1.0,0.917238284505417,1.0499999999999998,1.0,0.917238284505417,1.0499999999999998,1.0,0.917238284505417,1.080601761252446,1.0,0.9439707673568819,,,,,,,1.1285225048923677,1.2444444444444445,0.9858324251554587,1.1404109589041094,1.2444444444444445,0.996217706263222,1.1447407045009783,1.8314814814814815,1.0
68120_construct new facility scott afb - design,General buildings,,"MilCon Status Report - September, 2013.xlsx",2012-05-01,2013-05-31,2013-05-31,395 days,395 days,2012.0,5036150.0,4796333.333333333,5183480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.080717214538884,1.0,1.0
68120`_construct new facility scott afb (design),General buildings,,"MilCon Status Report - June, 2013.xlsx",2012-05-01,2013-05-31,2013-05-31,395 days,395 days,2012.0,5036150.0,4796333.333333333,5183480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.080717214538884,1.0,1.0
683_hangar,General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2011-06-17,2013-11-29,2015-03-17,896 days,1369 days,2011.0,62154000.0,59194285.71428571,58856000.0,,,,,,,0.9478617627184092,1.1819196428571428,0.9533097730053011,0.9480813785114394,1.2421875,0.9535306510806035,0.948115165556521,1.2421875,0.9535646323229577,0.9482503137368473,1.2421875,0.9537005572923746,0.9485712906651222,1.2421875,0.9540233790947397,0.9922241529105127,1.2421875,0.9979271442163925,0.957102519548219,1.5279017857142858,0.9626036427891804,0.9841152620909355,1.5279017857142858,0.9897716460513797
686_bachelor enlisted quarters/parking structure,General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-05-15,2011-03-28,2011-08-20,682 days,827 days,2009.0,42264000.0,40251428.57142857,50775000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2614459114139696,1.2126099706744868,1.0
687_mv-22 maintenance hangar (hmla),General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2011-06-17,2013-11-29,2015-03-17,896 days,1369 days,2011.0,62617000.0,59635238.09523809,59662000.0,,,,,,,0.9582086334382037,1.2421875,0.9577788206898864,,,,0.9651843748502804,1.2421875,0.9647514330729777,,,,0.9674649056965362,1.2421875,0.96703094096745,0.9724619512273026,1.5279017857142858,0.9720257450303376,0.973719596914576,1.5279017857142858,0.9732828265897892,1.0004487599214271,1.5279017857142858,1.0
"688_apron expansion, phase 2",Aviation infrastructure,Apron,"MilCon Status Report - January, 2013.xlsx",2011-06-17,2013-11-29,2015-03-17,896 days,1369 days,2010.0,32726000.0,31167619.04761904,36043000.0,,,,,,,,,,,,,,,,0.9256722483652144,1.2421875,0.8004605609965874,,,,0.9257364175273485,1.2421875,0.8005160502732847,1.1282542932225144,1.5279017857142858,0.9756402075298949,1.1478579722544768,1.5279017857142858,0.9925921815609133
69294_health and dental clinics,General buildings,Medical clinic/pharmacy,"MilCon Status Report - May, 2013.xlsx",2011-02-07,2012-05-22,2012-12-31,470 days,693 days,2010.0,12743000.0,12136190.47619048,13226000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0726594993329668,1.474468085106383,0.9842734008770604
